order_id,order_date,store_id,customer_id,product_id,qty,unit_price,promo_code,line_total,payment_method
300131,2024-01-02,204,5060,1007,1,AED 33.94,,33.94,Card
300132,2024-01-02,202,5082,1010,1,48.29,,48.29,Card
300133,2024-01-02,201,5002,1013,1,49.4,BUNDLE15,41.99,ApplePay
300134,2024-01-02,201,5001,1017,3,AED 44.99,,134.97,ApplePay
300135,2024-01-02,201,5047,1026,2,81.52,,163.04,ApplePay
300136,2024-01-02,201,5069,1021,1,72.73,,72.73,Card
300137,2024-01-02,202,5020,1026,1,84.26,,84.26,Tabby
300138,2024-01-02,204,5011,1014,1,44.1,,44.1,ApplePay
300139,2024-01-02,204,5002,1002,1,28.64,,28.64,Card
300140,2024-01-02,203,5067,1022,1,74.49,,74.49,Card
300141,2024-01-02,202,5087,1011,1,46.95,BUNDLE15,39.91,Card
300142,2024-01-02,201,5012,1001,1,22.65,WELCOME10,20.38,Card
300143,2024-02-01,202,5020,1019,2,56.33,,112.66,Card
300144,2024-02-01,203,5005,1021,2,73.84,,147.68,ApplePay
300145,2024-01-02,203,5037,1004,1,33.79,,33.79,Card
300146,2024-01-02,202,5038,1019,1,52.53,WEEKEND5,49.9,Card
300147,2024-01-02,202,5094,1026,1,85.24,,85.24,Card
300148,2024-01-02,202,5009,1021,2,71.33,WEEKEND5,135.53,Card
300149,2024-01-02,204,5098,1011,1,53.09,,53.09,Card
300150,2024-01-03,203,5054,1004,1,32.64,,32.64,Card
300151,2024-01-03,204,5071,1026,1,89.12,,89.12,Card
300152,2024-01-03,202,5089,1025,1,81.16,,81.16,Card
300153,2024-01-03,201,5085,1011,1,46.67,,46.67,Card
300154,2024-01-03,201,5015,1007,1,32.59,WELCOME10,29.33,Card
300155,2024-01-03,203,5065,1012,2,44.5,,89.0,Card
300156,2024-01-03,204,5076,1010,3,47.38,,142.14,Card
300157,2024-01-03,201,5071,1007,1,34.83,,34.83,Card
300158,2024-01-03,204,5015,1013,1,50.22,,50.22,Card
300159,2024-01-03,202,5021,1007,2,35.73,WEEKEND5,67.89,Card
300160,2024-01-03,201,5019,1024,2,77.95,WELCOME10,140.31,Cash
300161,2024-01-03,203,5060,1017,1,49.27,,49.27,ApplePay
300162,2024-01-03,202,5093,1010,1,43.34,,43.34,ApplePay
300163,2024-01-03,203,5089,1010,2,41.59,,83.18,Cash
300164,2024-01-03,202,5033,1024,1,80.92,,80.92,ApplePay
300165,2024-01-03,201,5049,1004,1,32.26,,32.26,ApplePay
300166,2024-01-03,203,5096,1020,2,55.74,,111.48,Card
300167,2024-01-03,203,5035,1004,1,32.99,,32.99,Cash
300168,2024-01-03,202,5044,1022,1,72.29,WEEKEND5,68.68,Card
300169,2024-01-03,203,5090,1007,2,36.24,,72.48,Card
300170,2024-01-03,202,5011,1022,1,71.76,,71.76,Card
300171,2024-01-03,202,5099,1001,2,25.37,BUNDLE15,43.13,Card
300172,2024-01-03,202,5072,1012,1,37.46,,37.46,Card
300173,2024-01-03,202,5078,1024,2,83.62,,167.24,ApplePay
300174,2024-01-03,201,5074,1013,1,50.81,BUNDLE15,43.19,Cash
300175,2024-01-03,202,5066,1010,1,44.39,,44.39,Card
300176,2024-01-03,204,5046,1015,2,41.73,,83.46,Card
300177,2024-01-03,203,5009,1013,1,49.03,,49.03,ApplePay
300178,2024-01-03,204,5003,1023,2,78.71,,157.42,Card
300179,2024-01-03,201,5085,1022,1,71.12,,71.12,Card
300180,2024-01-03,204,5026,1022,1,69.48,,69.48,ApplePay
300181,2024-01-03,203,5072,1021,1,70.74,,70.74,Cash
300182,2024-01-03,204,5048,1022,1,64.7,,64.7,ApplePay
300183,2024-01-03,201,5066,1009,2,36.57,,73.14,Card
300184,2024-01-03,202,5070,1026,2,81.86,,163.72,ApplePay
300185,2024-01-03,204,5028,1009,3,40.3,,120.9,Card
300186,2024-01-03,201,5093,1015,3,45.4,,136.2,Card
300187,2024-01-03,201,5026,1010,1,44.96,,44.96,Tabby
300188,2024-01-03,203,5025,1024,2,74.55,,149.1,ApplePay
300189,2024-01-03,203,5012,1026,2,77.92,,155.84,Cash
300190,2024-01-03,204,5005,1025,2,76.82,,153.64,Tabby
300191,2024-03-01,202,5098,1010,1,48.07,,48.07,Card
300192,2024-01-03,201,5048,1008,1,36.36,WELCOME10,32.72,Card
300193,2024-01-03,204,5037,1024,2,75.17,BUNDLE15,127.79,Card
300194,2024-01-03,201,5079,1016,2,48.75,,97.5,Card
300195,2024-01-03,201,5044,1017,1,46.25,,46.25,ApplePay
300196,2024-01-03,202,5100,1026,1,80.24,,80.24,Cash
300197,2024-01-03,202,5015,1005,1,35.89,WEEKEND5,34.1,ApplePay
300198,2024-03-01,204,5043,1004,1,33.48,,33.48,Cash
300199,2024-01-03,202,5048,1018,2,52.28,,104.56,Tabby
300200,2024-01-03,202,5087,1024,1,77.3,,77.3,Card
300201,2024-01-03,204,5070,1019,1,55.64,,55.64,Card
300202,2024-01-03,202,5046,1004,1,29.08,,29.08,ApplePay
300203,2024-03-01,203,5043,1007,2,36.06,,72.12,Card
300204,2024-01-03,201,5021,1010,1,47.69,BUNDLE15,40.54,Card
300205,2024-01-03,201,5023,1025,2,77.63,,155.26,Cash
300206,2024-01-03,201,5080,1018,1,49.3,WELCOME10,44.37,Card
300207,2024-01-03,201,5047,1019,2,50.34,BUNDLE15,85.58,Card
300208,2024-01-03,204,5015,1004,1,31.4,WEEKEND5,29.83,Card
300209,2024-01-03,201,5025,1010,1,49.75,WEEKEND5,47.26,Card
300210,2024-01-03,201,5036,1001,1,27.43,,27.43,Card
300211,2024-01-03,201,5075,1023,3,73.31,,219.93,Card
300212,2024-01-03,201,5051,1018,3,55.31,,165.93,ApplePay
300213,2024-01-03,203,5015,1005,1,AED 35.75,,35.75,Card
300214,2024-01-03,201,5068,1015,1,47.72,,47.72,Card
300215,2024-01-03,203,5021,1017,1,46.01,,46.01,Card
300216,2024-01-03,204,5013,1003,1,30.57,,30.57,ApplePay
300217,2024-01-03,202,5086,1012,3,41.54,,124.62,Card
300218,2024-01-03,201,5019,1002,1,29.16,,29.16,Card
300219,2024-01-03,202,5034,1001,1,24.68,,24.68,Card
300220,2024-01-03,202,5078,1023,2,73.4,,146.8,ApplePay
300221,2024-01-03,204,5068,1021,1,69.19,WEEKEND5,65.73,Card
300222,2024-01-03,202,5052,1017,2,48.33,,96.66,Card
300223,2024-01-03,203,5027,1022,3,73.02,,219.06,ApplePay
300224,2024-01-03,202,5029,1016,1,47.83,,47.83,Cash
300225,2024-01-03,202,5028,1005,1,34.24,,34.24,ApplePay
300226,2024-01-03,202,5035,1015,1,43.3,WELCOME10,38.97,ApplePay
300227,2024-01-03,201,5008,1003,1,29.82,,29.82,ApplePay
300228,2024-01-03,201,5016,1007,1,34.05,,34.05,ApplePay
300229,2024-01-03,203,5036,1011,2,48.23,WEEKEND5,91.64,Card
300230,2024-01-03,203,5030,1010,1,47.82,BUNDLE15,40.65,Cash
300231,2024-01-03,201,5018,1009,1,38.4,,38.4,Cash
300232,2024-01-03,203,5002,1014,1,41.65,,41.65,Card
300233,2024-01-03,201,5049,1013,2,53.15,,106.3,ApplePay
300234,2024-01-03,204,5077,1025,1,78.77,,78.77,Card
300235,2024-01-04,201,5085,1009,2,39.44,BUNDLE15,67.05,Card
300236,2024-04-01,201,5072,1019,3,53.89,,161.67,Card
300237,2024-01-04,202,5055,1015,2,41.36,WELCOME10,74.45,Card
300238,2024-01-04,202,5009,1018,2,52.26,,104.52,ApplePay
300239,2024-04-01,204,5047,1026,1,77.3,BUNDLE15,65.7,Card
300240,2024-01-04,201,5015,1011,2,46.86,,93.72,ApplePay
300241,2024-01-04,202,5048,1025,2,87.39,,174.78,Card
300242,2024-01-04,202,5082,1023,3,76.08,,228.24,Card
300243,2024-01-04,202,5042,1016,1,45.78,WEEKEND5,43.49,Card
300244,2024-01-04,204,5060,1022,1,69.51,,69.51,Card
300245,2024-01-04,204,5084,1017,2,50.21,,100.42,Card
300246,2024-01-04,203,5070,1005,1,32.87,,32.87,Card
300247,2024-01-04,201,5012,1012,1,45.77,,45.77,Cash
300248,2024-01-04,203,5002,1011,1,47.6,,47.6,Card
300249,2024-01-04,202,5007,1015,3,43.93,,131.79,Card
300250,2024-01-04,204,5080,1003,1,31.58,,31.58,ApplePay
300251,2024-01-04,204,5003,1001,1,24.91,,24.91,Card
300252,2024-01-04,203,5003,1020,2,52.63,WELCOME10,94.73,ApplePay
300253,2024-01-04,204,5027,1016,1,45.98,,45.98,Card
300254,2024-01-04,202,5040,1002,1,29.62,WEEKEND5,28.14,Card
300255,2024-01-04,204,5033,1002,2,25.92,,51.84,Cash
300256,2024-01-04,203,5092,1003,2,31.06,,62.12,Card
300257,2024-01-04,202,5001,1008,2,37.79,,75.58,Card
300258,2024-01-04,203,5008,1024,1,81.24,,81.24,Cash
300259,2024-01-04,204,5032,1015,1,49.23,,49.23,Card
300260,2024-01-04,203,5048,1007,1,31.95,,31.95,Card
300261,2024-01-04,203,5004,1006,2,39.13,,78.26,Tabby
300262,2024-01-04,201,5094,1009,2,38.9,,77.8,Card
300263,2024-01-04,204,5070,1020,1,56.36,WELCOME10,50.72,Card
300264,2024-01-04,204,5019,1001,1,26.63,,26.63,Card
300265,2024-01-04,203,5032,1008,2,36.33,,72.66,Card
300266,2024-01-04,201,5009,1023,2,AED 81.03,,162.06,Card
300267,2024-01-04,204,5012,1023,1,74.37,,74.37,Card
300268,2024-01-04,202,5011,1003,1,30.52,,30.52,ApplePay
300269,2024-01-04,203,5046,1004,-1,32.5,,-32.5,Card
300270,2024-01-04,204,5016,1026,2,84.02,,168.04,Card
300271,2024-01-04,202,5001,1025,2,81.03,,162.06,Card
300272,2024-01-04,204,5063,1015,1,45.26,,45.26,Card
300273,2024-01-04,202,5021,1006,2,36.41,,72.82,Card
300274,2024-01-04,203,5030,1015,1,AED 42.72,WELCOME10,38.45,Card
300275,2024-01-04,204,5013,1021,1,61.55,BUNDLE15,52.32,Card
300276,2024-01-04,204,5034,1003,1,28.25,,28.25,ApplePay
300277,2024-01-04,201,5004,1025,1,79.87,,79.87,Card
300278,2024-01-04,203,5028,1021,2,69.31,WELCOME10,124.76,Card
300279,2024-01-04,202,5095,1021,1,78.04,,78.04,Card
300280,2024-04-01,204,5059,1014,1,44.04,BUNDLE15,37.43,ApplePay
300281,2024-01-04,204,5027,1020,1,55.91,,55.91,Card
300282,2024-01-04,202,5069,1014,2,42.99,,85.98,ApplePay
300283,2024-01-04,203,5025,1004,1,32.97,,32.97,Card
300284,2024-01-04,201,5003,1012,1,42.48,,42.48,Card
300285,2024-01-04,201,5097,1017,1,49.19,,49.19,Tabby
300286,2024-01-04,204,5068,1007,2,33.91,,67.82,Card
300287,2024-01-04,202,5025,1009,1,37.68,,37.68,Card
300288,2024-01-04,204,5020,1003,1,30.96,,30.96,ApplePay
300289,2024-01-04,202,5034,1013,1,46.84,,46.84,ApplePay
300290,2024-01-04,201,5026,1015,-1,45.57,,-45.57,Cash
300291,2024-01-04,203,5005,1018,1,48.01,,48.01,Card
300292,2024-01-04,202,5099,1019,2,54.72,WEEKEND5,103.97,ApplePay
300293,2024-04-01,201,5061,1001,2,28.13,,56.26,Card
300294,2024-01-04,204,5092,1006,3,37.07,WELCOME10,100.09,Card
300295,2024-01-04,202,5093,1023,-1,79.95,,-79.95,ApplePay
300296,2024-01-04,203,5009,1002,2,28.22,WEEKEND5,53.62,Card
300297,2024-01-04,204,5050,1024,1,83.65,,83.65,Card
300298,2024-01-04,204,5006,1014,1,44.42,,44.42,Cash
300299,2024-01-04,201,5083,1006,2,37.4,,74.8,Card
300300,2024-01-04,202,5060,1014,1,40.87,,40.87,Card
300301,2024-01-04,204,5044,1004,2,31.68,,63.36,Card
300302,2024-01-04,203,5011,1021,1,71.05,WELCOME10,63.95,Card
300303,2024-01-04,202,5066,1008,1,38.52,,38.52,ApplePay
300304,2024-01-04,203,5047,1003,1,31.8,,31.8,Card
300305,2024-01-04,204,5073,1019,1,48.3,,48.3,Card
300306,2024-01-04,203,5085,1014,3,41.89,,125.67,ApplePay
300307,2024-01-04,201,5088,1020,2,51.59,,103.18,Card
300308,2024-01-04,203,5098,1017,2,50.52,,101.04,Card
300309,2024-01-04,202,5086,1025,1,71.66,WEEKEND5,68.08,ApplePay
300310,2024-01-04,203,5003,1008,1,35.56,,35.56,Card
300311,2024-01-04,203,5076,1024,1,AED 70.37,WEEKEND5,66.85,Card
300312,2024-01-04,201,5092,1014,1,43.57,WEEKEND5,41.39,Cash
300313,2024-01-04,203,5030,1026,1,80.52,WEEKEND5,76.49,Card
300314,2024-04-01,203,5090,1006,1,37.39,WEEKEND5,35.52,Card
300315,2024-01-04,204,5021,1023,1,75.38,,75.38,Card
300316,2024-01-04,204,5028,1022,-1,74.17,WELCOME10,-66.75,ApplePay
300317,2024-01-04,202,5090,1016,1,47.52,,47.52,Card
300318,2024-01-04,204,5062,1025,2,81.52,,163.04,ApplePay
300319,2024-01-04,204,5033,1019,1,52.14,WEEKEND5,49.53,Cash
300320,2024-04-01,204,5085,1014,3,42.65,,127.95,Card
300321,2024-01-04,204,5035,1019,2,55.03,WELCOME10,99.05,Card
300322,2024-01-04,201,5052,1003,2,28.24,WEEKEND5,53.66,Cash
300323,2024-01-04,204,5034,1010,2,43.83,WEEKEND5,83.28,Cash
300324,2024-01-05,202,5075,1018,1,47.64,,47.64,ApplePay
300325,2024-01-05,202,5054,1004,1,29.32,,29.32,Card
300326,2024-01-05,201,5033,1001,2,25.48,,50.96,ApplePay
300327,2024-01-05,204,5050,1018,2,48.46,BUNDLE15,82.38,Card
300328,2024-01-05,203,5038,1001,1,24.95,,24.95,Card
300329,2024-01-05,204,5027,1026,1,AED 80.71,,80.71,Card
300330,2024-01-05,204,5098,1026,2,85.26,,170.52,Card
300331,2024-01-05,203,5015,1013,1,56.02,,56.02,Card
300332,2024-01-05,201,5096,1020,1,53.12,,47.81,ApplePay
300333,2024-01-05,204,5061,1020,1,54.56,,54.56,Card
300334,2024-01-05,204,5021,1023,2,66.6,,133.2,Card
300335,2024-01-05,202,5046,1010,1,46.22,,46.22,Card
300336,2024-01-05,204,5069,1011,2,48.09,,96.18,ApplePay
300337,2024-01-05,203,5006,1009,2,35.29,,70.58,Card
300338,2024-01-05,202,5038,1009,1,35.52,,35.52,Card
300339,2024-01-05,201,5062,1005,2,34.86,,69.72,Card
300340,2024-01-05,202,5086,1026,1,87.31,,87.31,Card
300341,2024-01-05,203,5062,1001,1,24.59,WELCOME10,22.13,Cash
300342,2024-01-05,203,5082,1017,1,48.73,BUNDLE15,41.42,Card
300343,2024-01-05,202,5078,1022,1,73.28,,73.28,Card
300344,2024-01-05,201,5074,1002,1,AED 26.48,,26.48,Cash
300345,2024-01-05,202,5046,1024,3,80.78,,242.34,Card
300346,2024-01-05,201,5013,1013,1,52.32,,52.32,Card
300347,2024-01-05,202,5095,1009,2,41.71,,83.42,Card
300348,2024-01-05,203,5094,1004,1,35.26,,35.26,Card
300349,2024-01-05,204,5003,1005,1,34.18,,34.18,ApplePay
300350,2024-01-05,204,5094,1011,2,44.6,,89.2,Card
300351,2024-01-05,201,5006,1024,2,77.94,WEEKEND5,148.09,Cash
300352,2024-01-05,201,5093,1019,2,56.13,,112.26,Card
300353,2024-01-05,201,5008,1021,2,67.88,WEEKEND5,128.97,ApplePay
300354,2024-01-05,203,5044,1003,1,30.24,,30.24,Tabby
300355,2024-01-05,202,5033,1012,1,44.36,,44.36,Card
300356,2024-01-05,203,5081,1026,2,86.58,,173.16,Card
300357,2024-01-05,204,5075,1019,1,49.85,,49.85,Card
300358,2024-05-01,201,5077,1019,1,48.53,WEEKEND5,46.1,Card
300359,2024-01-05,202,5050,1013,1,55.04,,55.04,Card
300360,2024-01-05,204,5011,1007,2,33.21,,66.42,
300361,2024-01-05,204,5095,1015,2,44.25,WEEKEND5,84.08,ApplePay
300362,2024-01-05,204,5028,1023,1,87.69,,87.69,Card
300363,2024-01-05,203,5070,1007,1,36.42,,36.42,Card
300364,2024-01-05,201,5041,1026,1,78.93,,78.93,Card
300365,2024-01-05,204,5016,1008,1,37.18,,37.18,ApplePay
300366,2024-01-05,201,5068,1005,2,35.8,,71.6,Card
300367,2024-01-05,203,5099,1021,2,70.47,,140.94,Cash
300368,2024-01-05,204,5048,1014,2,42.33,WELCOME10,76.19,Cash
300369,2024-01-05,203,5056,1004,1,29.87,,29.87,ApplePay
300370,2024-01-05,203,5064,1023,1,76.56,WELCOME10,68.9,Card
300371,2024-01-05,201,5059,1010,1,40.38,,40.38,Card
300372,2024-01-05,204,5090,1020,1,58.52,,58.52,Card
300373,2024-01-05,203,5062,1015,1,46.6,,46.6,Card
300374,2024-01-05,204,5076,1018,2,45.38,,90.76,ApplePay
300375,2024-01-05,201,5011,1020,1,55.05,,55.05,Card
300376,2024-01-05,203,5089,1013,1,50.26,,50.26,Card
300377,2024-01-05,201,5018,1008,3,36.66,BUNDLE15,93.48,ApplePay
300378,2024-01-05,204,5019,1009,2,38.56,,77.12,Card
300379,2024-05-01,204,5087,1016,1,48.25,,48.25,ApplePay
300380,2024-01-05,201,5055,1019,3,52.29,WEEKEND5,149.03,Tabby
300381,2024-01-05,202,5082,1016,1,44.61,WELCOME10,40.15,ApplePay
300382,2024-01-05,203,5026,1007,1,35.62,,35.62,ApplePay
300383,2024-01-05,204,5006,1014,1,44.98,WEEKEND5,42.73,Cash
300384,2024-01-05,204,5004,1014,3,42.91,WEEKEND5,122.29,
300385,2024-01-05,203,5029,1025,1,81.01,,81.01,Card
300386,2024-01-05,201,5059,1004,1,31.61,,31.61,Card
300387,2024-01-05,201,5098,1026,1,78.54,,78.54,Card
300388,2024-05-01,201,5017,1015,2,46.7,,93.4,Card
300389,2024-01-05,202,5043,1003,1,30.29,,30.29,Card
300390,2024-01-05,202,5080,1005,1,33.12,,33.12,Cash
300391,2024-01-05,204,5066,1001,1,23.46,,23.46,ApplePay
300392,2024-01-05,201,5034,1003,1,31.51,WELCOME10,28.36,Cash
300393,2024-01-05,203,5008,1015,1,45.43,,45.43,Card
300394,2024-01-05,204,5013,1024,1,82.87,WELCOME10,74.58,Card
300395,2024-01-05,203,5008,1008,2,34.42,,68.84,Card
300396,2024-01-05,204,5094,1004,1,31.35,,31.35,ApplePay
300397,2024-01-05,202,5096,1002,2,27.77,WELCOME10,49.99,Card
300398,2024-01-05,204,5100,1024,2,74.54,,149.08,Card
300399,2024-01-05,202,5094,1024,2,81.33,,162.66,Card
300400,2024-01-05,204,5065,1010,1,41.63,BUNDLE15,35.39,Card
300401,2024-01-05,201,5043,1004,2,35.65,,71.3,Card
